,Sentiment
184440,Negative
309011,Positive
93120,Negative
411273,Negative
154929,Negative
111961,Negative
125232,Positive
342136,Positive
162894,Negative
65513,Positive
276102,Negative
231434,Positive
220486,Positive
106570,Negative
115559,Negative
417007,Positive
310872,Positive
414912,Positive
135880,Negative
81566,Positive
61074,Positive
202047,Negative
178755,Positive
5104,Positive
65851,Negative
29565,Negative
171788,Positive
497520,Negative
379530,Negative
104720,Positive
464263,Negative
463919,Negative
447189,Positive
80366,Negative
165762,Negative
363267,Positive
438795,Negative
48544,Positive
348444,Positive
418730,Negative
382523,Positive
20007,Negative
162587,Negative
167298,Positive
418855,Positive
381324,Positive
144747,Negative
114758,Negative
312854,Positive
380436,Positive
255347,Negative
279147,Positive
10003,Negative
158038,Negative
36910,Positive
8654,Positive
482885,Negative
256911,Negative
146906,Negative
499295,Positive
65294,Negative
1009,Positive
277271,Positive
183345,Negative
22461,Positive
452675,Negative
138668,Positive
331337,Positive
196258,Positive
86816,Positive
255071,Positive
96618,Positive
195272,Positive
285980,Positive
366469,Positive
22849,Negative
333812,Negative
84084,Negative
506733,Negative
462265,Negative
484724,Positive
395992,Negative
98269,Negative
216061,Positive
494810,Negative
101358,Positive
224193,Negative
230909,Positive
121990,Positive
183006,Negative
423362,Negative
65087,Negative
76418,Negative
114345,Negative
477472,Positive
330017,Positive
423058,Negative
240112,Positive
347175,Positive
270604,Negative
400906,Positive
514609,Negative
8112,Positive
499692,Negative
288457,Negative
428095,Negative
225078,Negative
2898,Negative
232019,Negative
486764,Negative
488108,Negative
461442,Negative
451147,Positive
127884,Positive
348643,Positive
10115,Negative
168703,Positive
140551,Positive
172903,Negative
202924,Positive
77337,Positive
239689,Positive
494845,Negative
455216,Positive
32178,Negative
503084,Negative
449970,Positive
422293,Positive
201972,Negative
239399,Positive
263131,Positive
306932,Negative
35676,Negative
334111,Negative
13734,Negative
32246,Negative
436236,Positive
135561,Negative
64899,Negative
217028,Negative
286887,Negative
243475,Negative
299328,Positive
102810,Negative
52603,Negative
476315,Positive
478070,Negative
463922,Positive
212603,Positive
180401,Positive
487474,Negative
17368,Positive
478413,Negative
340859,Positive
201788,Negative
217977,Negative
80556,Negative
264122,Negative
344768,Positive
19180,Negative
463716,Positive
32320,Positive
99954,Negative
283596,Positive
410599,Negative
161602,Positive
196346,Positive
335822,Positive
1477,Positive
513700,Positive
9565,Negative
230607,Negative
23135,Positive
116191,Negative
34906,Negative
452729,Negative
115307,Negative
234154,Positive
270171,Positive
308205,Negative
313261,Negative
488574,Negative
66068,Negative
419568,Negative
281980,Positive
289545,Negative
344831,Negative
295495,Positive
360947,Positive
319703,Negative
6365,Positive
238093,Negative
96892,Positive
372935,Negative
65817,Negative
387692,Positive
300590,Positive
79931,Negative
316771,Negative
485294,Negative
368385,Negative
46252,Positive
343575,Positive
462470,Positive
305048,Positive
103010,Negative
37896,Negative
23456,Positive
387650,Negative
272710,Positive
480286,Positive
341117,Positive
353575,Positive
488377,Positive
203382,Negative
488783,Negative
36387,Positive
390496,Negative
514290,Negative
64319,Negative
121398,Negative
144932,Positive
376027,Negative
257026,Positive
463629,Negative
113810,Negative
46947,Positive
13639,Negative
481260,Negative
84498,Positive
149585,Positive
338148,Positive
512040,Negative
496596,Positive
510016,Positive
384702,Positive
271668,Negative
64229,Positive
173371,Negative
213213,Negative
513026,Negative
368612,Negative
293899,Positive
415418,Positive
345931,Positive
35661,Positive
5093,Positive
402390,Negative
145737,Negative
337784,Positive
490168,Negative
314055,Positive
182404,Negative
492071,Negative
475529,Positive
361827,Positive
261409,Positive
138052,Positive
163399,Negative
382739,Positive
101154,Positive
315904,Negative
363557,Negative
76846,Positive
137583,Positive
491901,Negative
229563,Negative
242753,Negative
90047,Negative
3044,Negative
385951,Positive
222884,Positive
272501,Positive
509304,Positive
424721,Positive
323858,Positive
459324,Negative
215471,Negative
174315,Positive
364252,Negative
285534,Negative
255852,Positive
190564,Negative
241329,Negative
435787,Positive
63369,Positive
412057,Negative
166826,Negative
7572,Positive
306657,Negative
350649,Negative
392587,Positive
432386,Positive
47706,Positive
513428,Positive
207918,Positive
481839,Positive
475843,Negative
376185,Negative
296241,Negative
247800,Positive
287306,Negative
223634,Negative
246520,Negative
431493,Positive
138943,Positive
278128,Positive
91553,Positive
37102,Positive
402513,Positive
475780,Negative
514405,Negative
225222,Positive
238006,Positive
337191,Positive
33981,Negative
326799,Positive
264836,Positive
120356,Positive
45199,Positive
60392,Negative
46251,Negative
4246,Negative
461733,Positive
357110,Positive
277209,Positive
498457,Negative
414895,Negative
127666,Negative
52923,Positive
271611,Positive
35131,Positive
70038,Negative
233465,Positive
301977,Positive
277327,Positive
64724,Negative
180260,Negative
429867,Negative
212064,Positive
115826,Negative
363910,Negative
180296,Positive
413621,Positive
414954,Positive
32413,Negative
196297,Positive
186124,Positive
80608,Negative
263035,Negative
124047,Positive
69077,Negative
9707,Negative
36573,Negative
342163,Negative
460912,Positive
435121,Positive
509621,Positive
378191,Negative
347582,Positive
175749,Negative
126186,Negative
68504,Positive
361630,Positive
393349,Negative
243982,Negative
333614,Negative
135622,Positive
16687,Positive
321778,Positive
36684,Negative
441602,Negative
263627,Positive
333575,Negative
9950,Negative
22193,Negative
202044,Negative
373032,Positive
162314,Positive
213752,Negative
305109,Negative
64574,Negative
37105,Positive
460057,Positive
45900,Positive
257913,Positive
234369,Positive
165920,Positive
322789,Negative
235584,Positive
349388,Negative
232990,Negative
327235,Negative
260437,Positive
469230,Positive
273025,Positive
374184,Positive
205545,Positive
176197,Positive
183353,Positive
8968,Negative
412499,Negative
152586,Negative
187014,Negative
249432,Positive
496402,Negative
253964,Positive
64840,Negative
126443,Negative
38616,Positive
260392,Negative
333526,Negative
41130,Negative
140389,Positive
216388,Negative
67043,Negative
243603,Negative
506702,Negative
413805,Positive
86131,Positive
441704,Positive
123110,Negative
453194,Negative
183624,Positive
294362,Positive
343047,Negative
21304,Positive
322,Negative
69640,Negative
451914,Positive
253104,Positive
48590,Positive
268769,Positive
180138,Negative
271299,Negative
497785,Negative
316798,Negative
511706,Negative
170106,Negative
79944,Negative
180484,Negative
41918,Positive
371412,Positive
68710,Positive
296309,Negative
332626,Negative
416086,Negative
24984,Positive
43264,Negative
313641,Negative
515273,Positive
293164,Negative
308647,Negative
241629,Positive
287819,Positive
205132,Negative
450939,Positive
110411,Positive
309673,Negative
241860,Positive
405404,Positive
63605,Positive
367890,Negative
41458,Negative
191075,Negative
345373,Positive
64616,Negative
192179,Positive
498550,Positive
75880,Negative
289227,Positive
378492,Positive
137513,Negative
390116,Positive
137219,Positive
508190,Positive
80554,Negative
109909,Negative
428898,Positive
68020,Negative
502796,Positive
491399,Negative
472073,Positive
36733,Negative
20086,Positive
399117,Positive
278883,Positive
133001,Positive
155202,Positive
428505,Negative
421625,Negative
408642,Positive
256959,Negative
410477,Negative
150196,Negative
349087,Positive
57714,Positive
69869,Positive
400221,Negative
102133,Negative
170946,Negative
114704,Positive
497636,Negative
74,Positive
2814,Positive
379602,Positive
195054,Negative
47572,Negative
334077,Negative
287625,Negative
233437,Negative
272215,Negative
245822,Negative
22652,Negative
263187,Negative
317820,Negative
112257,Negative
98598,Negative
195461,Negative
5934,Positive
242567,Negative
359853,Negative
106533,Negative
292960,Negative
491322,Negative
174997,Negative
31408,Positive
108296,Negative
456754,Negative
161114,Negative
458851,Positive
325315,Positive
412040,Negative
9524,Negative
477108,Positive
268038,Positive
283416,Negative
121415,Negative
115250,Negative
25646,Positive
55814,Positive
313285,Positive
73741,Positive
74950,Negative
206797,Positive
354883,Negative
187034,Negative
490032,Positive
299401,Negative
507893,Positive
232815,Positive
72067,Positive
411502,Negative
317817,Negative
473147,Negative
367794,Positive
380065,Negative
334510,Negative
183683,Positive
399812,Positive
217161,Negative
430371,Positive
187325,Negative
488735,Negative
379971,Positive
135730,Negative
43228,Positive
498382,Negative
422542,Positive
65643,Negative
315646,Positive
50363,Positive
22960,Positive
6748,Positive
295766,Negative
84560,Negative
363807,Positive
181214,Positive
245648,Negative
354282,Positive
172374,Negative
383760,Negative
181495,Positive
196451,Positive
275970,Negative
184946,Positive
402822,Positive
269452,Negative
215250,Positive
101572,Positive
342336,Negative
104936,Negative
495754,Negative
45382,Positive
275418,Positive
283387,Positive
334460,Positive
207552,Positive
372149,Positive
268810,Negative
204253,Positive
377085,Negative
485558,Positive
244643,Negative
173347,Negative
296922,Positive
142983,Negative
136091,Negative
363794,Positive
175691,Negative
226005,Positive
222260,Positive
57695,Negative
420965,Negative
162451,Negative
462267,Negative
296127,Negative
57820,Positive
489400,Negative
100485,Negative
309815,Positive
173043,Negative
85156,Positive
153374,Negative
175051,Positive
232776,Negative
444370,Negative
453094,Negative
90245,Negative
324175,Positive
18333,Negative
445258,Negative
102921,Positive
500061,Negative
171913,Negative
333267,Negative
271680,Positive
452496,Positive
65615,Negative
415355,Negative
237162,Negative
514547,Negative
141033,Positive
421039,Positive
28702,Negative
68372,Negative
411974,Negative
469919,Positive
461573,Positive
230712,Negative
439711,Positive
326011,Negative
98752,Negative
242431,Negative
117053,Negative
405082,Negative
269673,Negative
351947,Positive
296101,Positive
117467,Negative
326083,Positive
288331,Positive
437611,Positive
134144,Negative
276096,Negative
348035,Positive
262276,Negative
278712,Negative
262636,Negative
79731,Positive
186733,Positive
125100,Negative
436240,Negative
242553,Negative
309473,Positive
417232,Positive
202475,Negative
178604,Positive
251897,Positive
76299,Negative
165344,Negative
212708,Positive
435850,Negative
368814,Negative
3537,Negative
273635,Negative
471058,Positive
513258,Negative
29927,Positive
367940,Positive
46438,Positive
439051,Negative
38531,Negative
442948,Negative
202173,Positive
70382,Positive
410468,Negative
137081,Positive
191661,Negative
450087,Negative
424872,Negative
337583,Negative
185150,Positive
360168,Positive
143251,Negative
434216,Negative
290167,Positive
179665,Positive
164814,Negative
3100,Positive
47917,Negative
284964,Negative
297657,Positive
14033,Negative
391598,Positive
210062,Negative
333734,Negative
123852,Positive
206747,Positive
11201,Negative
95603,Negative
144379,Negative
195182,Negative
40725,Positive
251536,Positive
42659,Negative
505670,Negative
237539,Positive
329191,Negative
427356,Negative
22673,Negative
152967,Negative
469087,Positive
342998,Negative
475922,Negative
63816,Positive
410664,Negative
125120,Negative
327160,Positive
367257,Positive
266678,Negative
42770,Negative
239458,Positive
429545,Negative
159868,Positive
389940,Negative
423286,Negative
237465,Positive
499288,Negative
496613,Positive
193251,Negative
135731,Negative
386125,Negative
25446,Negative
493738,Positive
244510,Negative
222003,Positive
56529,Negative
182849,Negative
398678,Negative
67386,Negative
195891,Positive
371948,Positive
426121,Positive
398327,Positive
107297,Positive
55126,Negative
433283,Positive
504509,Positive
462070,Positive
494814,Negative
82324,Negative
370503,Negative
498199,Positive
15117,Positive
338292,Negative
329044,Negative
320893,Negative
240341,Negative
42057,Positive
472309,Positive
55539,Positive
435374,Positive
129834,Positive
289472,Positive
407372,Negative
142355,Positive
333066,Negative
425763,Positive
103472,Positive
383491,Positive
221046,Negative
487215,Negative
202628,Negative
348677,Negative
338184,Negative
246591,Positive
68985,Negative
179949,Negative
366979,Positive
248904,Positive
491606,Negative
456167,Positive
367453,Negative
461575,Negative
165545,Negative
188648,Negative
252211,Positive
258115,Negative
255996,Negative
135906,Negative
358475,Negative
66315,Negative
288246,Negative
193725,Negative
45219,Positive
430335,Positive
3818,Negative
342328,Positive
140850,Positive
122372,Positive
277233,Negative
352842,Positive
37749,Negative
73859,Positive
341939,Negative
290858,Positive
410224,Negative
163492,Positive
368179,Negative
284970,Negative
64583,Positive
219878,Positive
215000,Negative
174623,Positive
451507,Positive
49318,Positive
111977,Negative
18253,Negative
131555,Negative
442759,Positive
117270,Negative
468549,Positive
249926,Positive
271508,Positive
368250,Negative
513112,Positive
247681,Positive
494760,Positive
226530,Negative
173749,Negative
15827,Positive
50752,Negative
